id,title,description
fb_12119,Nike+ Run Club [page 12119],"Verified Facebook page ""Nike+ Run Club""; dataset category: company; source Facebook ID: 162390200453847; encoded description features: 7."
fb_12120,Aquí y Ahora,"Verified Facebook page ""Aquí y Ahora""; dataset category: tvshow; source Facebook ID: 354339424984; encoded description features: 25."
fb_12121,Damien English,"Verified Facebook page ""Damien English""; dataset category: politician; source Facebook ID: 489204974586589; encoded description features: 24."
fb_12122,Luke Pollard,"Verified Facebook page ""Luke Pollard""; dataset category: politician; source Facebook ID: 152393064942305; encoded description features: 26."
fb_12123,Yoplait México,"Verified Facebook page ""Yoplait México""; dataset category: company; source Facebook ID: 163074573768486; encoded description features: 7."
fb_12124,Brian Mitchell Federal MP for Lyons,"Verified Facebook page ""Brian Mitchell Federal MP for Lyons""; dataset category: politician; source Facebook ID: 580435042016921; encoded description features: 4."
fb_12125,hummel [page 12125],"Verified Facebook page ""hummel""; dataset category: company; source Facebook ID: 245722455444202; encoded description features: 22."
fb_12126,Cascadian Farm,"Verified Facebook page ""Cascadian Farm""; dataset category: company; source Facebook ID: 103200754411; encoded description features: 8."
fb_12127,Philadelphia Italia,"Verified Facebook page ""Philadelphia Italia""; dataset category: company; source Facebook ID: 214270031923949; encoded description features: 11."
fb_12128,Judge Faith,"Verified Facebook page ""Judge Faith""; dataset category: tvshow; source Facebook ID: 636177906436855; encoded description features: 21."
fb_12129,News Radio 570 WKBN,"Verified Facebook page ""News Radio 570 WKBN""; dataset category: company; source Facebook ID: 114599935249145; encoded description features: 9."
fb_12130,Juscelino Filho,"Verified Facebook page ""Juscelino Filho""; dataset category: politician; source Facebook ID: 1464829283764986; encoded description features: 9."
fb_12131,Stephen Crabb,"Verified Facebook page ""Stephen Crabb""; dataset category: politician; source Facebook ID: 886968011353216; encoded description features: 25."
fb_12132,1&1 Hosting Guide [page 12132],"Verified Facebook page ""1&1 Hosting Guide""; dataset category: company; source Facebook ID: 162150880545539; encoded description features: 9."
fb_12133,LiptonBR,"Verified Facebook page ""LiptonBR""; dataset category: company; source Facebook ID: 213374502013700; encoded description features: 10."
fb_12134,Harald Petzold,"Verified Facebook page ""Harald Petzold""; dataset category: politician; source Facebook ID: 247923061984005; encoded description features: 23."
fb_12135,US National Weather Service Reno Nevada,"Verified Facebook page ""US National Weather Service Reno Nevada""; dataset category: government; source Facebook ID: 157117197683462; encoded description features: 8."
fb_12136,Resurgent Rajasthan,"Verified Facebook page ""Resurgent Rajasthan""; dataset category: government; source Facebook ID: 875227285850889; encoded description features: 9."
fb_12137,The Exes,"Verified Facebook page ""The Exes""; dataset category: tvshow; source Facebook ID: 134313956641546; encoded description features: 25."
fb_12138,CTV Morning Live - Regina,"Verified Facebook page ""CTV Morning Live - Regina""; dataset category: tvshow; source Facebook ID: 253248998050572; encoded description features: 6."
fb_12139,billigflieger.de,"Verified Facebook page ""billigflieger.de""; dataset category: company; source Facebook ID: 182065305193229; encoded description features: 7."
fb_12140,Glenn Thibeault,"Verified Facebook page ""Glenn Thibeault""; dataset category: politician; source Facebook ID: 24384473871; encoded description features: 23."
fb_12141,ProMexico.,"Verified Facebook page ""ProMexico.""; dataset category: government; source Facebook ID: 147221201996; encoded description features: 8."
fb_12142,T.C. Nairobi Büyükelçiliği,"Verified Facebook page ""T.C. Nairobi Büyükelçiliği""; dataset category: government; source Facebook ID: 189577541094164; encoded description features: 10."
fb_12143,European Union in Albania,"Verified Facebook page ""European Union in Albania""; dataset category: government; source Facebook ID: 304579276278549; encoded description features: 7."
fb_12144,The Victorian Electoral Commission,"Verified Facebook page ""The Victorian Electoral Commission""; dataset category: government; source Facebook ID: 146307378744087; encoded description features: 6."
fb_12145,Brer Rabbit,"Verified Facebook page ""Brer Rabbit""; dataset category: company; source Facebook ID: 254709435164; encoded description features: 22."
fb_12146,Million Dollar Decorators,"Verified Facebook page ""Million Dollar Decorators""; dataset category: tvshow; source Facebook ID: 196256680413985; encoded description features: 24."
fb_12147,Consulado Geral da França em Recife,"Verified Facebook page ""Consulado Geral da França em Recife""; dataset category: government; source Facebook ID: 134111440046888; encoded description features: 10."
fb_12148,GIORDANO [page 12148],"Verified Facebook page ""GIORDANO""; dataset category: company; source Facebook ID: 127447273933619; encoded description features: 8."
fb_12149,SuperStar [page 12149],"Verified Facebook page ""SuperStar""; dataset category: tvshow; source Facebook ID: 115195153206; encoded description features: 25."
fb_12150,Embajada de Estados Unidos en Panamá,"Verified Facebook page ""Embajada de Estados Unidos en Panamá""; dataset category: government; source Facebook ID: 90908494647; encoded description features: 5."
fb_12151,Polícia Segurança Pública,"Verified Facebook page ""Polícia Segurança Pública""; dataset category: government; source Facebook ID: 109274852461371; encoded description features: 6."
fb_12152,미8군 8th Army-Korea,"Verified Facebook page ""미8군 8th Army-Korea""; dataset category: government; source Facebook ID: 452478194846525; encoded description features: 8."
fb_12153,Hubble Space Telescope,"Verified Facebook page ""Hubble Space Telescope""; dataset category: government; source Facebook ID: 119164799807; encoded description features: 24."
fb_12154,Department of Justice NSW,"Verified Facebook page ""Department of Justice NSW""; dataset category: government; source Facebook ID: 1513078735604544; encoded description features: 9."
fb_12155,Peace Corps Third Goal,"Verified Facebook page ""Peace Corps Third Goal""; dataset category: government; source Facebook ID: 956586324429636; encoded description features: 7."
fb_12156,FlyScoot [page 12156],"Verified Facebook page ""FlyScoot""; dataset category: company; source Facebook ID: 168882276567879; encoded description features: 7."
fb_12157,Izrael u Srbiji,"Verified Facebook page ""Izrael u Srbiji""; dataset category: government; source Facebook ID: 155719824477001; encoded description features: 7."
fb_12158,Sex and the City,"Verified Facebook page ""Sex and the City""; dataset category: tvshow; source Facebook ID: 329320336203; encoded description features: 23."
fb_12159,hummel [page 12159],"Verified Facebook page ""hummel""; dataset category: company; source Facebook ID: 310253859015500; encoded description features: 25."
fb_12160,Senator Scott Ryan,"Verified Facebook page ""Senator Scott Ryan""; dataset category: politician; source Facebook ID: 801033613314900; encoded description features: 8."
fb_12161,Ministerpräsident Michael Kretschmer,"Verified Facebook page ""Ministerpräsident Michael Kretschmer""; dataset category: politician; source Facebook ID: 138422136179542; encoded description features: 9."
fb_12162,Ministry of Climate Change & Environment  وزارة التغير المناخي والبيئة,"Verified Facebook page ""Ministry of Climate Change & Environment  وزارة التغير المناخي والبيئة""; dataset category: government; source Facebook ID: 122676391152473; encoded description features: 6."
fb_12163,Luiz Caetano,"Verified Facebook page ""Luiz Caetano""; dataset category: politician; source Facebook ID: 513426458700943; encoded description features: 8."
fb_12164,Wego [page 12164],"Verified Facebook page ""Wego""; dataset category: company; source Facebook ID: 414005072005982; encoded description features: 24."
fb_12165,LUNA,"Verified Facebook page ""LUNA""; dataset category: company; source Facebook ID: 129660848992; encoded description features: 24."
fb_12166,Morten Løkkegaard,"Verified Facebook page ""Morten Løkkegaard""; dataset category: politician; source Facebook ID: 143232155749217; encoded description features: 23."
fb_12167,Ministère De La Justice-Tunisie وزارة العدل- تونس,"Verified Facebook page ""Ministère De La Justice-Tunisie وزارة العدل- تونس""; dataset category: government; source Facebook ID: 292899070774121; encoded description features: 8."
fb_12168,Moreira Franco,"Verified Facebook page ""Moreira Franco""; dataset category: politician; source Facebook ID: 270071526361963; encoded description features: 22."
fb_12169,New York State Office for the Aging,"Verified Facebook page ""New York State Office for the Aging""; dataset category: government; source Facebook ID: 169548936547184; encoded description features: 8."
fb_12170,Mrs. Cubbison's,"Verified Facebook page ""Mrs. Cubbison's""; dataset category: company; source Facebook ID: 189186870129; encoded description features: 11."
fb_12171,Raimundo Matos,"Verified Facebook page ""Raimundo Matos""; dataset category: politician; source Facebook ID: 255536691128850; encoded description features: 8."
fb_12172,Standard Chartered Hong Kong,"Verified Facebook page ""Standard Chartered Hong Kong""; dataset category: company; source Facebook ID: 367917229968244; encoded description features: 25."
fb_12173,innocent france,"Verified Facebook page ""innocent france""; dataset category: company; source Facebook ID: 138143339613045; encoded description features: 7."
fb_12174,Cuộc Đua Kỳ Thú,"Verified Facebook page ""Cuộc Đua Kỳ Thú""; dataset category: tvshow; source Facebook ID: 218466874919798; encoded description features: 10."
fb_12175,"1st Armored Brigade Combat Team, 3rd Infantry Division","Verified Facebook page ""1st Armored Brigade Combat Team, 3rd Infantry Division""; dataset category: government; source Facebook ID: 101699193720; encoded description features: 7."
fb_12176,US Navy JAG Corps,"Verified Facebook page ""US Navy JAG Corps""; dataset category: government; source Facebook ID: 47037975419; encoded description features: 7."
fb_12177,Héctor Larios Córdova,"Verified Facebook page ""Héctor Larios Córdova""; dataset category: politician; source Facebook ID: 148276751993726; encoded description features: 22."
fb_12178,11th Marine Expeditionary Unit,"Verified Facebook page ""11th Marine Expeditionary Unit""; dataset category: government; source Facebook ID: 118805358283652; encoded description features: 22."
fb_12179,Peter Rabbit TV,"Verified Facebook page ""Peter Rabbit TV""; dataset category: tvshow; source Facebook ID: 507262622665605; encoded description features: 10."
fb_12180,Martin Sträßer,"Verified Facebook page ""Martin Sträßer""; dataset category: politician; source Facebook ID: 279214645808006; encoded description features: 8."
fb_12181,Generació Digital,"Verified Facebook page ""Generació Digital""; dataset category: tvshow; source Facebook ID: 129714850697; encoded description features: 8."
fb_12182,Centro Cultural de la Memoria Haroldo Conti,"Verified Facebook page ""Centro Cultural de la Memoria Haroldo Conti""; dataset category: government; source Facebook ID: 113329682025359; encoded description features: 8."
fb_12183,Secrétariat d'Etat en charge de l’égalité des femmes et des hommes,"Verified Facebook page ""Secrétariat d'Etat en charge de l’égalité des femmes et des hommes""; dataset category: government; source Facebook ID: 217440228379539; encoded description features: 7."
fb_12184,L'OCCITANE en Provence [page 12184],"Verified Facebook page ""L'OCCITANE en Provence""; dataset category: company; source Facebook ID: 184293781638041; encoded description features: 7."
fb_12185,Alaska VA Healthcare,"Verified Facebook page ""Alaska VA Healthcare""; dataset category: government; source Facebook ID: 220425287975407; encoded description features: 9."
fb_12186,Rémi Massé,"Verified Facebook page ""Rémi Massé""; dataset category: politician; source Facebook ID: 594686523968412; encoded description features: 24."
fb_12187,"India in Russia (Embassy of India, Moscow)","Verified Facebook page ""India in Russia (Embassy of India, Moscow)""; dataset category: government; source Facebook ID: 197401990302621; encoded description features: 9."
fb_12188,Maui County Council,"Verified Facebook page ""Maui County Council""; dataset category: government; source Facebook ID: 119323318258591; encoded description features: 24."
fb_12189,Embajada Argentina en Colombia,"Verified Facebook page ""Embajada Argentina en Colombia""; dataset category: government; source Facebook ID: 115670508866467; encoded description features: 7."
fb_12190,Secretaría Nacional de la Juventud del Perú,"Verified Facebook page ""Secretaría Nacional de la Juventud del Perú""; dataset category: government; source Facebook ID: 164574403595172; encoded description features: 7."
fb_12191,Burger King Schweiz,"Verified Facebook page ""Burger King Schweiz""; dataset category: company; source Facebook ID: 195398003821479; encoded description features: 7."
fb_12192,24h VTV News,"Verified Facebook page ""24h VTV News""; dataset category: tvshow; source Facebook ID: 790024751057832; encoded description features: 7."
fb_12193,HM Treasury,"Verified Facebook page ""HM Treasury""; dataset category: government; source Facebook ID: 225268850890567; encoded description features: 24."
fb_12194,愛上哥們 Bromance,"Verified Facebook page ""愛上哥們 Bromance""; dataset category: tvshow; source Facebook ID: 1654382108175517; encoded description features: 7."
fb_12195,Grazia Magazin,"Verified Facebook page ""Grazia Magazin""; dataset category: company; source Facebook ID: 258742651825; encoded description features: 8."
fb_12196,Peace Corps Mexico,"Verified Facebook page ""Peace Corps Mexico""; dataset category: government; source Facebook ID: 184384435030963; encoded description features: 6."
fb_12197,Beeline Tajikistan,"Verified Facebook page ""Beeline Tajikistan""; dataset category: company; source Facebook ID: 160931953937340; encoded description features: 10."
fb_12198,3sat nano,"Verified Facebook page ""3sat nano""; dataset category: tvshow; source Facebook ID: 154069321288637; encoded description features: 8."
fb_12199,Wulf Gallert,"Verified Facebook page ""Wulf Gallert""; dataset category: politician; source Facebook ID: 153769668021186; encoded description features: 7."
fb_12200,Representative Ed Thompson,"Verified Facebook page ""Representative Ed Thompson""; dataset category: politician; source Facebook ID: 259343267436363; encoded description features: 6."
fb_12201,Extra Gum,"Verified Facebook page ""Extra Gum""; dataset category: company; source Facebook ID: 123852064328646; encoded description features: 11."
fb_12202,Karácsony Gergely,"Verified Facebook page ""Karácsony Gergely""; dataset category: politician; source Facebook ID: 193944440638410; encoded description features: 5."
fb_12203,Cuponatic,"Verified Facebook page ""Cuponatic""; dataset category: company; source Facebook ID: 112968452115403; encoded description features: 6."
fb_12204,The Home Depot,"Verified Facebook page ""The Home Depot""; dataset category: company; source Facebook ID: 106485550030; encoded description features: 22."
fb_12205,Florida Orange Juice,"Verified Facebook page ""Florida Orange Juice""; dataset category: company; source Facebook ID: 110985972687; encoded description features: 9."
fb_12206,City of South Bend - Municipal Government,"Verified Facebook page ""City of South Bend - Municipal Government""; dataset category: government; source Facebook ID: 157864856535; encoded description features: 7."
fb_12207,MAGGI Kochstudio,"Verified Facebook page ""MAGGI Kochstudio""; dataset category: company; source Facebook ID: 180695801957341; encoded description features: 9."
fb_12208,Nadja Weippert,"Verified Facebook page ""Nadja Weippert""; dataset category: politician; source Facebook ID: 686740488143355; encoded description features: 9."
fb_12209,澳洲駐台辦事處 Australian Office in Taipei,"Verified Facebook page ""澳洲駐台辦事處 Australian Office in Taipei""; dataset category: government; source Facebook ID: 559936560819366; encoded description features: 6."
fb_12210,Eric Swalwell,"Verified Facebook page ""Eric Swalwell""; dataset category: politician; source Facebook ID: 281835005264380; encoded description features: 26."
fb_12211,Oxford MS Police Department,"Verified Facebook page ""Oxford MS Police Department""; dataset category: government; source Facebook ID: 276424854506; encoded description features: 5."
fb_12212,Usman Dar,"Verified Facebook page ""Usman Dar""; dataset category: politician; source Facebook ID: 434013326688765; encoded description features: 26."
fb_12213,NSW SES Yamba Unit,"Verified Facebook page ""NSW SES Yamba Unit""; dataset category: government; source Facebook ID: 225631337483248; encoded description features: 7."
fb_12214,ISSSTE,"Verified Facebook page ""ISSSTE""; dataset category: government; source Facebook ID: 383477189617; encoded description features: 23."
fb_12215,Khairy Jamaluddin,"Verified Facebook page ""Khairy Jamaluddin""; dataset category: politician; source Facebook ID: 146120775404532; encoded description features: 22."
fb_12216,Vitor Penido,"Verified Facebook page ""Vitor Penido""; dataset category: politician; source Facebook ID: 162498153843703; encoded description features: 10."
fb_12217,Paul Worsteling,"Verified Facebook page ""Paul Worsteling""; dataset category: tvshow; source Facebook ID: 231407423556600; encoded description features: 24."
fb_12218,Task Force Sinai,"Verified Facebook page ""Task Force Sinai""; dataset category: government; source Facebook ID: 495829945337; encoded description features: 25."
fb_12219,Consulate General of Belgium in Lubumbashi,"Verified Facebook page ""Consulate General of Belgium in Lubumbashi""; dataset category: government; source Facebook ID: 1811550362438650; encoded description features: 6."
fb_12220,Privalia [page 12220],"Verified Facebook page ""Privalia""; dataset category: company; source Facebook ID: 102682692605; encoded description features: 7."
fb_12221,Auschwitz Memorial / Muzeum Auschwitz,"Verified Facebook page ""Auschwitz Memorial / Muzeum Auschwitz""; dataset category: government; source Facebook ID: 170493316096; encoded description features: 5."
fb_12222,Oommen Chandy,"Verified Facebook page ""Oommen Chandy""; dataset category: politician; source Facebook ID: 317650406403; encoded description features: 22."
fb_12223,Gerbes,"Verified Facebook page ""Gerbes""; dataset category: company; source Facebook ID: 142115145878534; encoded description features: 24."
fb_12224,オーストラリア大使館 Australian Embassy Japan,"Verified Facebook page ""オーストラリア大使館 Australian Embassy Japan""; dataset category: government; source Facebook ID: 1093911400694273; encoded description features: 8."
fb_12225,"1st Battalion, 2nd Marines","Verified Facebook page ""1st Battalion, 2nd Marines""; dataset category: government; source Facebook ID: 1015411081907209; encoded description features: 25."
fb_12226,Comuna 10 de Buenos Aires,"Verified Facebook page ""Comuna 10 de Buenos Aires""; dataset category: government; source Facebook ID: 133129293368334; encoded description features: 8."
fb_12227,Kelly McCauley,"Verified Facebook page ""Kelly McCauley""; dataset category: politician; source Facebook ID: 264449113754639; encoded description features: 22."
fb_12228,Biggi Bender,"Verified Facebook page ""Biggi Bender""; dataset category: politician; source Facebook ID: 474354692623378; encoded description features: 21."
fb_12229,Mister Donut (Thailand),"Verified Facebook page ""Mister Donut (Thailand)""; dataset category: company; source Facebook ID: 238411222035; encoded description features: 10."
fb_12230,Simone Raatz,"Verified Facebook page ""Simone Raatz""; dataset category: politician; source Facebook ID: 1424743017807361; encoded description features: 7."
fb_12231,Rwanda Development Board (RDB),"Verified Facebook page ""Rwanda Development Board (RDB)""; dataset category: government; source Facebook ID: 189020131134486; encoded description features: 10."
fb_12232,Búrlivé víno,"Verified Facebook page ""Búrlivé víno""; dataset category: tvshow; source Facebook ID: 380089735416855; encoded description features: 8."
fb_12233,Cr Robert Davies - Mulgrave,"Verified Facebook page ""Cr Robert Davies - Mulgrave""; dataset category: politician; source Facebook ID: 271154499718170; encoded description features: 7."
fb_12234,Mayor Liz Lempert,"Verified Facebook page ""Mayor Liz Lempert""; dataset category: politician; source Facebook ID: 53275233310; encoded description features: 10."
fb_12235,Morning Joe,"Verified Facebook page ""Morning Joe""; dataset category: tvshow; source Facebook ID: 90692553761; encoded description features: 23."
fb_12236,União,"Verified Facebook page ""União""; dataset category: company; source Facebook ID: 119485064776740; encoded description features: 22."
fb_12237,Inside the Actors Studio,"Verified Facebook page ""Inside the Actors Studio""; dataset category: tvshow; source Facebook ID: 188666774503942; encoded description features: 23."
fb_12238,NATO Force Integration Unit in Estonia,"Verified Facebook page ""NATO Force Integration Unit in Estonia""; dataset category: government; source Facebook ID: 1673229909593135; encoded description features: 7."
fb_12239,Humza Yousaf,"Verified Facebook page ""Humza Yousaf""; dataset category: politician; source Facebook ID: 275079235865652; encoded description features: 23."
fb_12240,First Choice Holidays,"Verified Facebook page ""First Choice Holidays""; dataset category: company; source Facebook ID: 291292810297; encoded description features: 25."
fb_12241,Maybrit Illner,"Verified Facebook page ""Maybrit Illner""; dataset category: tvshow; source Facebook ID: 174885407803; encoded description features: 22."
fb_12242,文部科学省 MEXT,"Verified Facebook page ""文部科学省 MEXT""; dataset category: government; source Facebook ID: 208566032501821; encoded description features: 9."
fb_12243,Army Sustainment Command,"Verified Facebook page ""Army Sustainment Command""; dataset category: government; source Facebook ID: 150790310975; encoded description features: 7."
fb_12244,A Fazenda,"Verified Facebook page ""A Fazenda""; dataset category: tvshow; source Facebook ID: 148775728483392; encoded description features: 24."
fb_12245,Disney Vacation Club,"Verified Facebook page ""Disney Vacation Club""; dataset category: company; source Facebook ID: 129703743753296; encoded description features: 26."
fb_12246,Eran Wickramaratne,"Verified Facebook page ""Eran Wickramaratne""; dataset category: politician; source Facebook ID: 192840244104283; encoded description features: 26."
fb_12247,U.S. Coast Guard Station New York,"Verified Facebook page ""U.S. Coast Guard Station New York""; dataset category: government; source Facebook ID: 213256866909; encoded description features: 7."
fb_12248,Heribert Hirte,"Verified Facebook page ""Heribert Hirte""; dataset category: politician; source Facebook ID: 132849650207840; encoded description features: 9."
fb_12249,U.S. Embassy Nigeria,"Verified Facebook page ""U.S. Embassy Nigeria""; dataset category: government; source Facebook ID: 29206219873; encoded description features: 4."
fb_12250,Jesús Casillas,"Verified Facebook page ""Jesús Casillas""; dataset category: politician; source Facebook ID: 290531544304742; encoded description features: 8."
fb_12251,Littlewoods,"Verified Facebook page ""Littlewoods""; dataset category: company; source Facebook ID: 236783176807; encoded description features: 25."
fb_12252,Sunrise,"Verified Facebook page ""Sunrise""; dataset category: tvshow; source Facebook ID: 22265760886; encoded description features: 24."
fb_12253,الثامنة MBC,"Verified Facebook page ""الثامنة MBC""; dataset category: tvshow; source Facebook ID: 154540711330325; encoded description features: 9."
fb_12254,Office of the Director of National Intelligence,"Verified Facebook page ""Office of the Director of National Intelligence""; dataset category: government; source Facebook ID: 101595647113; encoded description features: 23."
fb_12255,NRK Brennpunkt,"Verified Facebook page ""NRK Brennpunkt""; dataset category: tvshow; source Facebook ID: 274878205068; encoded description features: 8."
fb_12256,Consejo de la Magistratura CABA,"Verified Facebook page ""Consejo de la Magistratura CABA""; dataset category: government; source Facebook ID: 1484930158398607; encoded description features: 8."
fb_12257,UNDERBELLY,"Verified Facebook page ""UNDERBELLY""; dataset category: tvshow; source Facebook ID: 6388354196; encoded description features: 8."
fb_12258,HEMA,"Verified Facebook page ""HEMA""; dataset category: company; source Facebook ID: 638066379553457; encoded description features: 23."
fb_12259,Raimundo Ribeiro,"Verified Facebook page ""Raimundo Ribeiro""; dataset category: politician; source Facebook ID: 287928458054821; encoded description features: 7."
fb_12260,Marie-George Buffet,"Verified Facebook page ""Marie-George Buffet""; dataset category: politician; source Facebook ID: 310731772300456; encoded description features: 23."
fb_12261,Andreas Scheuer,"Verified Facebook page ""Andreas Scheuer""; dataset category: politician; source Facebook ID: 127608807419079; encoded description features: 25."
fb_12262,羅明才,"Verified Facebook page ""羅明才""; dataset category: politician; source Facebook ID: 186040511466669; encoded description features: 7."
fb_12263,Paris,"Verified Facebook page ""Paris""; dataset category: company; source Facebook ID: 12354882735; encoded description features: 22."
fb_12264,Chex,"Verified Facebook page ""Chex""; dataset category: company; source Facebook ID: 373778139352243; encoded description features: 23."
fb_12265,Shaun Das Schaf,"Verified Facebook page ""Shaun Das Schaf""; dataset category: tvshow; source Facebook ID: 166283756735668; encoded description features: 9."
fb_12266,"Kate Hollern, MP for Blackburn","Verified Facebook page ""Kate Hollern, MP for Blackburn""; dataset category: politician; source Facebook ID: 484624271641781; encoded description features: 11."
fb_12267,Gunnar Hökmark,"Verified Facebook page ""Gunnar Hökmark""; dataset category: politician; source Facebook ID: 39167691966; encoded description features: 24."
fb_12268,대한민국 청와대,"Verified Facebook page ""대한민국 청와대""; dataset category: government; source Facebook ID: 1893228080965423; encoded description features: 9."
fb_12269,US National Weather Service Los Angeles/Oxnard,"Verified Facebook page ""US National Weather Service Los Angeles/Oxnard""; dataset category: government; source Facebook ID: 120419998035147; encoded description features: 9."
fb_12270,ViviDanone,"Verified Facebook page ""ViviDanone""; dataset category: company; source Facebook ID: 249580898447507; encoded description features: 7."
fb_12271,T.C. Düsseldorf Başkonsolosluğu,"Verified Facebook page ""T.C. Düsseldorf Başkonsolosluğu""; dataset category: government; source Facebook ID: 144390502255815; encoded description features: 8."
fb_12272,"Ministério da Agricultura, Pecuária e Abastecimento","Verified Facebook page ""Ministério da Agricultura, Pecuária e Abastecimento""; dataset category: government; source Facebook ID: 171083069600181; encoded description features: 25."
fb_12273,La Red Caracol,"Verified Facebook page ""La Red Caracol""; dataset category: tvshow; source Facebook ID: 194757050600650; encoded description features: 6."
fb_12274,Vitor Valim,"Verified Facebook page ""Vitor Valim""; dataset category: politician; source Facebook ID: 1529212630633675; encoded description features: 9."
fb_12275,Constantine,"Verified Facebook page ""Constantine""; dataset category: tvshow; source Facebook ID: 215380638665932; encoded description features: 24."
fb_12276,U.S. Embassy Luanda,"Verified Facebook page ""U.S. Embassy Luanda""; dataset category: government; source Facebook ID: 119083838180559; encoded description features: 6."
fb_12277,Glenda Alexander 4 Labour,"Verified Facebook page ""Glenda Alexander 4 Labour""; dataset category: politician; source Facebook ID: 262733207211223; encoded description features: 8."
fb_12278,Uwe Schmidt,"Verified Facebook page ""Uwe Schmidt""; dataset category: politician; source Facebook ID: 285483338534105; encoded description features: 23."
fb_12279,ARD-Buffet,"Verified Facebook page ""ARD-Buffet""; dataset category: tvshow; source Facebook ID: 175685132455134; encoded description features: 7."
fb_12280,US Embassy Brussels,"Verified Facebook page ""US Embassy Brussels""; dataset category: government; source Facebook ID: 39878083109; encoded description features: 10."
fb_12281,Karl McCartney,"Verified Facebook page ""Karl McCartney""; dataset category: politician; source Facebook ID: 379973742136545; encoded description features: 23."
fb_12282,FELIX,"Verified Facebook page ""FELIX""; dataset category: company; source Facebook ID: 294378704099; encoded description features: 7."
fb_12283,US Air Force Academy (Official),"Verified Facebook page ""US Air Force Academy (Official)""; dataset category: government; source Facebook ID: 122453658852; encoded description features: 8."
fb_12284,Constance Le Grip,"Verified Facebook page ""Constance Le Grip""; dataset category: politician; source Facebook ID: 261006794329325; encoded description features: 24."
fb_12285,Digicel [page 12285],"Verified Facebook page ""Digicel""; dataset category: company; source Facebook ID: 158207667571950; encoded description features: 24."
fb_12286,Hermann Gröhe,"Verified Facebook page ""Hermann Gröhe""; dataset category: politician; source Facebook ID: 84534791408; encoded description features: 23."
fb_12287,American Express [page 12287],"Verified Facebook page ""American Express""; dataset category: company; source Facebook ID: 168312979854782; encoded description features: 23."
fb_12288,NYC Emergency Management,"Verified Facebook page ""NYC Emergency Management""; dataset category: government; source Facebook ID: 114100899072; encoded description features: 24."
fb_12289,"City of Overland Park, KS Government","Verified Facebook page ""City of Overland Park, KS Government""; dataset category: government; source Facebook ID: 54148959489; encoded description features: 8."
fb_12290,Graciela Ocaña,"Verified Facebook page ""Graciela Ocaña""; dataset category: politician; source Facebook ID: 592277534117124; encoded description features: 23."
fb_12291,SHARK Energy [page 12291],"Verified Facebook page ""SHARK Energy""; dataset category: company; source Facebook ID: 103080143064325; encoded description features: 9."
fb_12292,Milli Savunma Bakanlığı,"Verified Facebook page ""Milli Savunma Bakanlığı""; dataset category: government; source Facebook ID: 252250621840648; encoded description features: 10."
fb_12293,ENGIE [page 12293],"Verified Facebook page ""ENGIE""; dataset category: company; source Facebook ID: 539784956185869; encoded description features: 25."
fb_12294,Hyatt Regency,"Verified Facebook page ""Hyatt Regency""; dataset category: company; source Facebook ID: 207148722654478; encoded description features: 22."
fb_12295,Joe Mizzi,"Verified Facebook page ""Joe Mizzi""; dataset category: politician; source Facebook ID: 535151123270928; encoded description features: 25."
fb_12296,Marc Tarabella,"Verified Facebook page ""Marc Tarabella""; dataset category: politician; source Facebook ID: 440244735250; encoded description features: 23."
fb_12297,Claire Martin,"Verified Facebook page ""Claire Martin""; dataset category: politician; source Facebook ID: 573853592751381; encoded description features: 27."
fb_12298,Gobierno del Estado de Oaxaca,"Verified Facebook page ""Gobierno del Estado de Oaxaca""; dataset category: government; source Facebook ID: 126053684120856; encoded description features: 7."
fb_12299,Julius Jr.,"Verified Facebook page ""Julius Jr.""; dataset category: tvshow; source Facebook ID: 563810236977174; encoded description features: 26."
fb_12300,Joanne Ryan MP,"Verified Facebook page ""Joanne Ryan MP""; dataset category: politician; source Facebook ID: 148124972059932; encoded description features: 8."
fb_12301,60 Days In on A&E,"Verified Facebook page ""60 Days In on A&E""; dataset category: tvshow; source Facebook ID: 948647471910175; encoded description features: 5."
fb_12302,Brussels Airlines,"Verified Facebook page ""Brussels Airlines""; dataset category: company; source Facebook ID: 148064996643; encoded description features: 22."
fb_12303,Marias Gamesa,"Verified Facebook page ""Marias Gamesa""; dataset category: company; source Facebook ID: 238063996341541; encoded description features: 7."
fb_12304,ISU Hunedoara,"Verified Facebook page ""ISU Hunedoara""; dataset category: government; source Facebook ID: 250512275311911; encoded description features: 9."
fb_12305,Visit The USA,"Verified Facebook page ""Visit The USA""; dataset category: company; source Facebook ID: 58339527980; encoded description features: 5."
fb_12306,Stacy's Pita Chips,"Verified Facebook page ""Stacy's Pita Chips""; dataset category: company; source Facebook ID: 73958198578; encoded description features: 8."
fb_12307,Dell [page 12307],"Verified Facebook page ""Dell""; dataset category: company; source Facebook ID: 111941618995; encoded description features: 28."
fb_12308,Rainer Wieland,"Verified Facebook page ""Rainer Wieland""; dataset category: politician; source Facebook ID: 52418678069; encoded description features: 23."
fb_12309,Richard Arkless for Dumfries & Galloway,"Verified Facebook page ""Richard Arkless for Dumfries & Galloway""; dataset category: politician; source Facebook ID: 308776232652090; encoded description features: 7."
fb_12310,Perla Tun,"Verified Facebook page ""Perla Tun""; dataset category: politician; source Facebook ID: 337901469666619; encoded description features: 10."
